Timestamp,Phone_Number,Zakat,Zakat_Rating,Fitrana,Fitrana_Rating,Sadqa,Sadqa_Rating,Fidya,Fidya_Rating,Flood_Relief,Flood_Relief_Rating,Ramazan_Package,Ramazan_Package_Rating,Kaffara,Kaffara_Rating,Earthquake,Earthquake_Rating,Khairat,Khairat_Rating,Orphan_Care,Orphan_Care_Rating,Khummas,Khummas_Rating,Education,Education_Rating,Marriage,Marriage_Rating,Old_Age_Home,Old_Age_Home_Rating,Aqiqah,Aqiqah_Rating,Engagement
2024-01-23 11:23:00,+92 714 1578480,886,8.86,304,3.04,272,2.72,731,7.31,66,0.66,13,0.13,297,2.97,550,5.5,286,2.86,890,8.9,563,5.63,97,0.97,603,6.03,582,5.82,69,0.69,0
2024-01-23 12:56:00,+91 119 9411642,290,2.9,946,9.46,425,4.25,646,6.46,962,9.62,862,8.62,867,8.67,885,8.85,591,5.91,475,4.75,741,7.41,251,2.51,774,7.74,20,0.2,180,1.8,1
2024-01-23 11:20:00,+44 488 7901061,761,7.61,327,3.27,197,1.97,353,3.53,438,4.38,52,0.52,344,3.44,20,0.2,986,9.86,412,4.12,821,8.21,228,2.28,772,7.72,148,1.48,767,7.67,0
2024-01-23 11:15:00,+1 519 4979405,785,7.85,282,2.82,194,1.94,382,3.82,920,9.2,357,3.57,506,5.06,435,4.35,308,3.08,118,1.18,712,7.12,359,3.59,127,1.27,931,9.31,968,9.68,1
2024-01-23 11:18:00,+1 637 4564201,682,6.82,728,7.28,62,0.62,800,8.0,833,8.33,370,3.7,855,8.55,134,1.34,126,1.26,193,1.93,403,4.03,790,7.9,636,6.36,333,3.33,593,5.93,0
2024-01-23 12:14:00,+92 313 9346233,869,8.69,894,8.94,840,8.4,984,9.84,117,1.17,794,7.94,454,4.54,589,5.89,965,9.65,790,7.9,124,1.24,958,9.58,741,7.41,264,2.64,355,3.55,1
2024-01-23 12:31:00,+81 577 4106333,448,4.48,995,9.95,276,2.76,302,3.02,590,5.9,809,8.09,278,2.78,443,4.43,199,1.99,429,4.29,490,4.9,551,5.51,964,9.64,352,3.52,81,0.81,0
2024-01-23 13:18:00,+1 513 1940662,869,8.69,477,4.77,854,8.54,652,6.52,208,2.08,594,5.94,147,1.47,827,8.27,645,6.45,683,6.83,691,6.91,257,2.57,468,4.68,947,9.47,610,6.1,1
2024-01-23 11:50:00,+81 697 1262671,235,2.35,618,6.18,635,6.35,146,1.46,394,3.94,534,5.34,591,5.91,615,6.15,812,8.12,366,3.66,170,1.7,115,1.15,5,0.05,883,8.83,560,5.6,0
2024-01-23 13:38:00,+92 269 9801801,506,5.06,613,6.13,24,0.24,568,5.68,107,1.07,41,0.41,904,9.04,598,5.98,205,2.05,448,4.48,339,3.39,54,0.54,935,9.35,471,4.71,989,9.89,0
2024-01-23 11:22:00,+1 936 1280225,812,8.12,361,3.61,640,6.4,328,3.28,28,0.28,985,9.85,45,0.45,119,1.19,555,5.55,46,0.46,202,2.02,77,0.77,941,9.41,605,6.05,707,7.07,0
2024-01-23 11:48:00,+44 403 5330278,926,9.26,372,3.72,260,2.6,395,3.95,967,9.67,259,2.59,248,2.48,160,1.6,635,6.35,967,9.67,752,7.52,215,2.15,327,3.27,736,7.36,717,7.17,1
2024-01-23 13:44:00,+44 456 2499558,393,3.93,118,1.18,857,8.57,164,1.64,602,6.02,364,3.64,113,1.13,540,5.4,985,9.85,969,9.69,936,9.36,679,6.79,60,0.6,406,4.06,875,8.75,1
2024-01-23 10:58:00,+91 526 9634638,958,9.58,663,6.63,273,2.73,376,3.76,534,5.34,774,7.74,547,5.47,106,1.06,865,8.65,802,8.02,61,0.61,697,6.97,712,7.12,944,9.44,394,3.94,1
2024-01-23 11:13:00,+1 248 8234300,173,1.73,554,5.54,958,9.58,982,9.82,629,6.29,431,4.31,669,6.69,191,1.91,30,0.3,911,9.11,623,6.23,665,6.65,148,1.48,716,7.16,97,0.97,1
2024-01-23 11:53:00,+44 301 5951465,280,2.8,381,3.81,989,9.89,114,1.14,734,7.34,719,7.19,740,7.4,656,6.56,300,3.0,359,3.59,405,4.05,151,1.51,165,1.65,300,3.0,991,9.91,1
2024-01-23 13:53:00,+61 162 2072939,484,4.84,117,1.17,535,5.35,864,8.64,639,6.39,987,9.87,779,7.79,794,7.94,89,0.89,667,6.67,703,7.03,65,0.65,870,8.7,602,6.02,220,2.2,1
2024-01-23 11:08:00,+61 441 1722565,38,0.38,782,7.82,634,6.34,540,5.4,223,2.23,462,4.62,742,7.42,619,6.19,633,6.33,840,8.4,939,9.39,789,7.89,302,3.02,461,4.61,618,6.18,1
2024-01-23 11:20:00,+92 618 4221249,365,3.65,192,1.92,12,0.12,53,0.53,310,3.1,348,3.48,490,4.9,537,5.37,194,1.94,136,1.36,970,9.7,927,9.27,781,7.81,374,3.74,52,0.52,0
2024-01-23 11:40:00,+92 596 7998596,32,0.32,784,7.84,572,5.72,136,1.36,294,2.94,483,4.83,312,3.12,862,8.62,398,3.98,133,1.33,777,7.77,712,7.12,919,9.19,492,4.92,231,2.31,0
2024-01-23 11:07:00,+81 228 4695049,845,8.45,542,5.42,617,6.17,923,9.23,425,4.25,551,5.51,991,9.91,907,9.07,656,6.56,617,6.17,392,3.92,454,4.54,968,9.68,244,2.44,785,7.85,1
2024-01-23 11:13:00,+1 258 6504358,788,7.88,836,8.36,708,7.08,588,5.88,581,5.81,981,9.81,981,9.81,815,8.15,430,4.3,894,8.94,626,6.26,256,2.56,713,7.13,64,0.64,696,6.96,1
2024-01-23 11:17:00,+91 342 4212067,577,5.77,746,7.46,967,9.67,881,8.81,813,8.13,920,9.2,969,9.69,78,0.78,734,7.34,109,1.09,203,2.03,193,1.93,449,4.49,876,8.76,111,1.11,1
2024-01-23 10:58:00,+1 505 5803905,948,9.48,891,8.91,284,2.84,720,7.2,915,9.15,358,3.58,848,8.48,530,5.3,431,4.31,349,3.49,779,7.79,851,8.51,752,7.52,577,5.77,792,7.92,1
2024-01-23 13:30:00,+61 501 1108691,248,2.48,43,0.43,15,0.15,268,2.68,825,8.25,410,4.1,608,6.08,518,5.18,105,1.05,132,1.32,348,3.48,643,6.43,612,6.12,944,9.44,729,7.29,0
2024-01-23 11:38:00,+44 479 6065920,416,4.16,587,5.87,613,6.13,52,0.52,627,6.27,11,0.11,55,0.55,953,9.53,703,7.03,883,8.83,218,2.18,715,7.15,589,5.89,479,4.79,166,1.66,0
2024-01-23 12:52:00,+91 567 8138600,164,1.64,680,6.8,621,6.21,110,1.1,706,7.06,854,8.54,51,0.51,179,1.79,291,2.91,122,1.22,995,9.95,537,5.37,669,6.69,756,7.56,44,0.44,0
2024-01-23 11:42:00,+91 570 6183571,735,7.35,713,7.13,816,8.16,638,6.38,610,6.1,694,6.94,126,1.26,328,3.28,713,7.13,673,6.73,313,3.13,531,5.31,218,2.18,593,5.93,858,8.58,1
2024-01-23 11:57:00,+81 617 2018303,419,4.19,390,3.9,663,6.63,866,8.66,731,7.31,425,4.25,885,8.85,290,2.9,259,2.59,922,9.22,680,6.8,674,6.74,484,4.84,745,7.45,805,8.05,1
2024-01-23 10:59:00,+44 931 4910387,725,7.25,511,5.11,62,0.62,20,0.2,891,8.91,51,0.51,722,7.22,533,5.33,735,7.35,759,7.59,19,0.19,307,3.07,666,6.66,622,6.22,0,0.0,0
2024-01-23 13:28:00,+1 879 7133312,238,2.38,685,6.85,499,4.99,673,6.73,301,3.01,446,4.46,301,3.01,273,2.73,329,3.29,11,0.11,184,1.84,509,5.09,957,9.57,503,5.03,870,8.7,0
2024-01-23 11:19:00,+91 147 3019463,698,6.98,452,4.52,838,8.38,900,9.0,328,3.28,558,5.58,920,9.2,858,8.58,763,7.63,69,0.69,639,6.39,685,6.85,290,2.9,175,1.75,605,6.05,1
2024-01-23 11:40:00,+92 789 4915163,913,9.13,580,5.8,48,0.48,876,8.76,828,8.28,605,6.05,397,3.97,71,0.71,952,9.52,142,1.42,165,1.65,786,7.86,823,8.23,455,4.55,946,9.46,1
2024-01-23 11:58:00,+1 247 7293541,897,8.97,283,2.83,593,5.93,340,3.4,665,6.65,859,8.59,891,8.91,311,3.11,12,0.12,537,5.37,216,2.16,887,8.87,707,7.07,280,2.8,966,9.66,1
2024-01-23 10:54:00,+81 251 1010606,137,1.37,314,3.14,563,5.63,654,6.54,525,5.25,377,3.77,249,2.49,700,7.0,566,5.66,653,6.53,88,0.88,480,4.8,461,4.61,487,4.87,283,2.83,0
2024-01-23 12:06:00,+44 762 3997207,370,3.7,809,8.09,580,5.8,535,5.35,670,6.7,329,3.29,973,9.73,218,2.18,99,0.99,216,2.16,954,9.54,952,9.52,594,5.94,478,4.78,600,6.0,1
2024-01-23 11:15:00,+1 408 9046420,757,7.57,629,6.29,268,2.68,582,5.82,489,4.89,862,8.62,173,1.73,664,6.64,158,1.58,645,6.45,214,2.14,571,5.71,610,6.1,91,0.91,14,0.14,0
2024-01-23 11:36:00,+91 746 7040306,64,0.64,471,4.71,786,7.86,762,7.62,294,2.94,393,3.93,873,8.73,670,6.7,762,7.62,182,1.82,898,8.98,964,9.64,570,5.7,463,4.63,301,3.01,1
2024-01-23 11:05:00,+61 310 5832723,101,1.01,909,9.09,897,8.97,12,0.12,947,9.47,355,3.55,226,2.26,667,6.67,511,5.11,703,7.03,84,0.84,387,3.87,458,4.58,979,9.79,510,5.1,1
2024-01-23 12:21:00,+1 554 1618129,188,1.88,377,3.77,849,8.49,902,9.02,628,6.28,946,9.46,954,9.54,901,9.01,91,0.91,912,9.12,286,2.86,184,1.84,723,7.23,0,0.0,511,5.11,1
2024-01-23 12:09:00,+44 183 4635073,530,5.3,853,8.53,460,4.6,875,8.75,425,4.25,797,7.97,386,3.86,153,1.53,498,4.98,972,9.72,922,9.22,395,3.95,698,6.98,87,0.87,930,9.3,1
2024-01-23 11:02:00,+92 775 8677020,608,6.08,542,5.42,221,2.21,498,4.98,370,3.7,526,5.26,527,5.27,79,0.79,254,2.54,454,4.54,120,1.2,659,6.59,45,0.45,25,0.25,691,6.91,0
2024-01-23 12:42:00,+92 470 6448113,130,1.3,294,2.94,83,0.83,622,6.22,926,9.26,779,7.79,43,0.43,244,2.44,823,8.23,534,5.34,460,4.6,7,0.07,33,0.33,620,6.2,943,9.43,0
2024-01-23 11:40:00,+91 569 4355755,475,4.75,918,9.18,323,3.23,700,7.0,713,7.13,608,6.08,987,9.87,177,1.77,570,5.7,853,8.53,88,0.88,220,2.2,593,5.93,846,8.46,559,5.59,1
2024-01-23 13:28:00,+92 605 3431874,116,1.16,657,6.57,611,6.11,921,9.21,7,0.07,857,8.57,838,8.38,142,1.42,821,8.21,600,6.0,493,4.93,431,4.31,628,6.28,172,1.72,912,9.12,1
2024-01-23 12:24:00,+44 699 3977172,739,7.39,55,0.55,650,6.5,137,1.37,836,8.36,842,8.42,4,0.04,648,6.48,360,3.6,289,2.89,355,3.55,719,7.19,486,4.86,638,6.38,575,5.75,0
2024-01-23 13:49:00,+1 197 7791107,574,5.74,173,1.73,751,7.51,725,7.25,7,0.07,624,6.24,321,3.21,393,3.93,889,8.89,804,8.04,978,9.78,375,3.75,293,2.93,9,0.09,466,4.66,1
2024-01-23 11:43:00,+91 217 9572873,31,0.31,88,0.88,170,1.7,926,9.26,6,0.06,265,2.65,636,6.36,807,8.07,103,1.03,533,5.33,544,5.44,690,6.9,655,6.55,561,5.61,434,4.34,0
2024-01-23 11:38:00,+1 187 4472923,706,7.06,685,6.85,638,6.38,852,8.52,816,8.16,406,4.06,419,4.19,429,4.29,250,2.5,46,0.46,130,1.3,252,2.52,115,1.15,310,3.1,509,5.09,0
2024-01-23 11:49:00,+92 379 4733801,811,8.11,777,7.77,119,1.19,32,0.32,369,3.69,432,4.32,389,3.89,745,7.45,341,3.41,28,0.28,947,9.47,236,2.36,606,6.06,819,8.19,483,4.83,0
2024-01-23 12:09:00,+81 309 9691389,868,8.68,225,2.25,878,8.78,565,5.65,969,9.69,183,1.83,232,2.32,329,3.29,577,5.77,678,6.78,503,5.03,268,2.68,771,7.71,524,5.24,515,5.15,1
2024-01-23 13:13:00,+1 607 2933051,234,2.34,893,8.93,749,7.49,596,5.96,706,7.06,396,3.96,771,7.71,978,9.78,90,0.9,155,1.55,665,6.65,906,9.06,463,4.63,48,0.48,682,6.82,1
2024-01-23 13:09:00,+81 322 3993417,637,6.37,721,7.21,988,9.88,671,6.71,597,5.97,423,4.23,521,5.21,485,4.85,375,3.75,701,7.01,1,0.01,725,7.25,258,2.58,483,4.83,116,1.16,1
2024-01-23 13:52:00,+92 762 2252101,350,3.5,871,8.71,74,0.74,599,5.99,3,0.03,814,8.14,222,2.22,650,6.5,754,7.54,964,9.64,488,4.88,296,2.96,168,1.68,447,4.47,864,8.64,1
2024-01-23 11:33:00,+61 628 2266342,202,2.02,763,7.63,216,2.16,516,5.16,855,8.55,690,6.9,172,1.72,547,5.47,708,7.08,29,0.29,91,0.91,255,2.55,168,1.68,588,5.88,750,7.5,0
2024-01-23 13:21:00,+44 627 5230721,416,4.16,607,6.07,405,4.05,792,7.92,231,2.31,496,4.96,114,1.14,593,5.93,810,8.1,988,9.88,419,4.19,275,2.75,402,4.02,664,6.64,417,4.17,1
2024-01-23 11:11:00,+44 777 6837875,276,2.76,166,1.66,936,9.36,61,0.61,951,9.51,576,5.76,826,8.26,414,4.14,212,2.12,25,0.25,804,8.04,377,3.77,397,3.97,917,9.17,261,2.61,0
2024-01-23 11:43:00,+81 999 7576310,878,8.78,603,6.03,815,8.15,676,6.76,368,3.68,250,2.5,483,4.83,457,4.57,409,4.09,188,1.88,666,6.66,355,3.55,457,4.57,192,1.92,166,1.66,0
2024-01-23 12:21:00,+1 822 8814480,108,1.08,537,5.37,304,3.04,214,2.14,535,5.35,261,2.61,855,8.55,440,4.4,339,3.39,706,7.06,89,0.89,379,3.79,587,5.87,753,7.53,246,2.46,0
2024-01-23 11:09:00,+92 830 7861177,932,9.32,995,9.95,250,2.5,724,7.24,873,8.73,3,0.03,797,7.97,890,8.9,912,9.12,240,2.4,596,5.96,525,5.25,815,8.15,604,6.04,81,0.81,1
2024-01-23 11:22:00,+81 515 2287674,245,2.45,845,8.45,401,4.01,588,5.88,150,1.5,457,4.57,687,6.87,741,7.41,995,9.95,558,5.58,244,2.44,870,8.7,219,2.19,285,2.85,675,6.75,1
2024-01-23 13:23:00,+81 511 5496112,274,2.74,222,2.22,367,3.67,881,8.81,440,4.4,941,9.41,792,7.92,455,4.55,892,8.92,242,2.42,166,1.66,221,2.21,971,9.71,257,2.57,489,4.89,0
2024-01-23 11:39:00,+44 295 2153288,248,2.48,15,0.15,480,4.8,709,7.09,745,7.45,361,3.61,316,3.16,429,4.29,415,4.15,26,0.26,295,2.95,326,3.26,975,9.75,240,2.4,65,0.65,0
2024-01-23 11:40:00,+1 558 1328592,186,1.86,10,0.1,231,2.31,661,6.61,368,3.68,673,6.73,531,5.31,163,1.63,524,5.24,365,3.65,873,8.73,720,7.2,387,3.87,724,7.24,791,7.91,0
2024-01-23 11:13:00,+91 275 4373962,28,0.28,439,4.39,774,7.74,770,7.7,638,6.38,792,7.92,458,4.58,577,5.77,568,5.68,543,5.43,430,4.3,223,2.23,662,6.62,877,8.77,46,0.46,1
2024-01-23 10:53:00,+81 582 9774774,416,4.16,754,7.54,92,0.92,414,4.14,314,3.14,345,3.45,140,1.4,669,6.69,203,2.03,700,7.0,138,1.38,525,5.25,859,8.59,833,8.33,596,5.96,0
2024-01-23 12:52:00,+81 232 2152939,970,9.7,920,9.2,880,8.8,174,1.74,287,2.87,405,4.05,537,5.37,89,0.89,841,8.41,142,1.42,679,6.79,360,3.6,34,0.34,938,9.38,805,8.05,1
2024-01-23 12:07:00,+61 491 7295463,3,0.03,321,3.21,424,4.24,200,2.0,598,5.98,484,4.84,646,6.46,197,1.97,760,7.6,209,2.09,250,2.5,562,5.62,535,5.35,283,2.83,207,2.07,0
2024-01-23 12:11:00,+1 550 4903868,154,1.54,994,9.94,347,3.47,180,1.8,736,7.36,941,9.41,247,2.47,613,6.13,502,5.02,27,0.27,966,9.66,804,8.04,170,1.7,502,5.02,359,3.59,1
2024-01-23 13:35:00,+92 214 4742681,9,0.09,456,4.56,368,3.68,996,9.96,27,0.27,213,2.13,222,2.22,188,1.88,593,5.93,507,5.07,244,2.44,759,7.59,512,5.12,775,7.75,900,9.0,0
2024-01-23 11:00:00,+92 327 6901783,68,0.68,151,1.51,219,2.19,79,0.79,186,1.86,258,2.58,473,4.73,354,3.54,247,2.47,519,5.19,848,8.48,933,9.33,946,9.46,175,1.75,323,3.23,0
2024-01-23 13:29:00,+91 122 2322162,25,0.25,452,4.52,110,1.1,226,2.26,180,1.8,736,7.36,427,4.27,945,9.45,205,2.05,261,2.61,387,3.87,420,4.2,32,0.32,120,1.2,546,5.46,0
2024-01-23 12:54:00,+91 941 4110902,966,9.66,753,7.53,124,1.24,203,2.03,835,8.35,438,4.38,103,1.03,276,2.76,117,1.17,889,8.89,790,7.9,114,1.14,398,3.98,94,0.94,304,3.04,0
2024-01-23 11:15:00,+61 527 8381255,762,7.62,252,2.52,642,6.42,251,2.51,871,8.71,944,9.44,378,3.78,615,6.15,785,7.85,357,3.57,189,1.89,48,0.48,168,1.68,508,5.08,112,1.12,0
2024-01-23 12:09:00,+1 256 8778617,845,8.45,45,0.45,859,8.59,105,1.05,289,2.89,396,3.96,546,5.46,386,3.86,418,4.18,410,4.1,541,5.41,932,9.32,620,6.2,985,9.85,122,1.22,0
2024-01-23 13:51:00,+91 617 5344387,797,7.97,419,4.19,856,8.56,58,0.58,225,2.25,956,9.56,643,6.43,267,2.67,331,3.31,785,7.85,308,3.08,372,3.72,903,9.03,284,2.84,671,6.71,0
2024-01-23 10:58:00,+91 425 1923315,179,1.79,961,9.61,422,4.22,232,2.32,911,9.11,814,8.14,14,0.14,933,9.33,810,8.1,322,3.22,473,4.73,766,7.66,762,7.62,412,4.12,629,6.29,1
2024-01-23 11:48:00,+91 571 6371379,681,6.81,615,6.15,299,2.99,154,1.54,690,6.9,361,3.61,77,0.77,511,5.11,199,1.99,748,7.48,821,8.21,132,1.32,983,9.83,816,8.16,429,4.29,0
2024-01-23 11:28:00,+1 952 7766605,332,3.32,266,2.66,29,0.29,115,1.15,780,7.8,466,4.66,203,2.03,778,7.78,751,7.51,565,5.65,794,7.94,216,2.16,720,7.2,826,8.26,552,5.52,0
2024-01-23 13:12:00,+92 416 8042386,635,6.35,172,1.72,98,0.98,536,5.36,499,4.99,958,9.58,748,7.48,522,5.22,365,3.65,671,6.71,535,5.35,779,7.79,961,9.61,650,6.5,823,8.23,1
2024-01-23 11:48:00,+1 986 5015093,636,6.36,660,6.6,690,6.9,710,7.1,893,8.93,907,9.07,525,5.25,454,4.54,387,3.87,484,4.84,297,2.97,395,3.95,961,9.61,949,9.49,491,4.91,1
2024-01-23 13:25:00,+44 513 9438121,295,2.95,221,2.21,667,6.67,621,6.21,955,9.55,27,0.27,672,6.72,898,8.98,632,6.32,403,4.03,419,4.19,563,5.63,400,4.0,293,2.93,654,6.54,1
2024-01-23 11:55:00,+44 189 5419065,617,6.17,757,7.57,500,5.0,936,9.36,436,4.36,373,3.73,360,3.6,237,2.37,748,7.48,9,0.09,708,7.08,104,1.04,915,9.15,682,6.82,345,3.45,0
2024-01-23 11:25:00,+61 579 1993167,61,0.61,572,5.72,172,1.72,108,1.08,861,8.61,593,5.93,782,7.82,677,6.77,848,8.48,247,2.47,4,0.04,641,6.41,186,1.86,504,5.04,234,2.34,0
2024-01-23 13:15:00,+1 294 7206800,285,2.85,131,1.31,53,0.53,803,8.03,96,0.96,14,0.14,865,8.65,613,6.13,432,4.32,779,7.79,514,5.14,517,5.17,333,3.33,504,5.04,195,1.95,0
2024-01-23 12:48:00,+61 913 4898126,694,6.94,401,4.01,972,9.72,210,2.1,793,7.93,818,8.18,406,4.06,583,5.83,249,2.49,260,2.6,929,9.29,947,9.47,748,7.48,745,7.45,373,3.73,1
2024-01-23 13:04:00,+81 806 3362357,507,5.07,503,5.03,384,3.84,139,1.39,568,5.68,944,9.44,142,1.42,805,8.05,219,2.19,22,0.22,685,6.85,259,2.59,321,3.21,294,2.94,30,0.3,0
2024-01-23 12:21:00,+92 219 7533150,91,0.91,739,7.39,153,1.53,210,2.1,783,7.83,951,9.51,512,5.12,104,1.04,207,2.07,217,2.17,980,9.8,461,4.61,559,5.59,635,6.35,612,6.12,0
2024-01-23 12:21:00,+91 668 5956369,496,4.96,521,5.21,872,8.72,594,5.94,287,2.87,866,8.66,437,4.37,954,9.54,938,9.38,478,4.78,964,9.64,356,3.56,360,3.6,227,2.27,283,2.83,1
2024-01-23 11:00:00,+61 539 9711245,838,8.38,283,2.83,445,4.45,140,1.4,648,6.48,817,8.17,822,8.22,262,2.62,161,1.61,786,7.86,497,4.97,514,5.14,550,5.5,539,5.39,734,7.34,1
2024-01-23 13:43:00,+92 491 5129793,874,8.74,723,7.23,787,7.87,900,9.0,395,3.95,393,3.93,331,3.31,29,0.29,357,3.57,79,0.79,736,7.36,623,6.23,994,9.94,644,6.44,34,0.34,0
2024-01-23 12:36:00,+92 338 5181061,675,6.75,130,1.3,245,2.45,878,8.78,210,2.1,561,5.61,338,3.38,632,6.32,559,5.59,967,9.67,628,6.28,775,7.75,502,5.02,478,4.78,54,0.54,1
2024-01-23 13:28:00,+1 283 8673822,461,4.61,841,8.41,793,7.93,616,6.16,438,4.38,752,7.52,560,5.6,594,5.94,710,7.1,627,6.27,195,1.95,251,2.51,644,6.44,799,7.99,649,6.49,1
2024-01-23 11:22:00,+92 577 6688913,731,7.31,463,4.63,609,6.09,571,5.71,960,9.6,10,0.1,264,2.64,730,7.3,741,7.41,955,9.55,938,9.38,732,7.32,296,2.96,516,5.16,516,5.16,1
2024-01-23 13:22:00,+44 682 6863156,126,1.26,442,4.42,367,3.67,7,0.07,208,2.08,738,7.38,696,6.96,363,3.63,800,8.0,84,0.84,329,3.29,142,1.42,655,6.55,106,1.06,992,9.92,0
2024-01-23 13:48:00,+92 945 5957000,254,2.54,993,9.93,539,5.39,393,3.93,351,3.51,683,6.83,154,1.54,556,5.56,741,7.41,66,0.66,228,2.28,697,6.97,917,9.17,732,7.32,531,5.31,0
2024-01-23 13:22:00,+44 588 1558828,908,9.08,935,9.35,308,3.08,889,8.89,987,9.87,31,0.31,670,6.7,573,5.73,158,1.58,459,4.59,669,6.69,277,2.77,957,9.57,871,8.71,815,8.15,1
2024-01-23 11:36:00,+44 561 7399266,403,4.03,393,3.93,440,4.4,528,5.28,706,7.06,396,3.96,722,7.22,44,0.44,311,3.11,562,5.62,344,3.44,406,4.06,259,2.59,130,1.3,724,7.24,0
2024-01-23 11:19:00,+91 524 7445428,229,2.29,128,1.28,278,2.78,28,0.28,180,1.8,353,3.53,631,6.31,331,3.31,385,3.85,886,8.86,325,3.25,365,3.65,698,6.98,841,8.41,523,5.23,0
2024-01-23 12:36:00,+92 868 4745830,606,6.06,838,8.38,675,6.75,767,7.67,26,0.26,537,5.37,683,6.83,841,8.41,904,9.04,677,6.77,374,3.74,355,3.55,557,5.57,206,2.06,588,5.88,1
2024-01-23 11:05:00,+61 734 8958585,379,3.79,270,2.7,499,4.99,141,1.41,803,8.03,641,6.41,415,4.15,22,0.22,182,1.82,514,5.14,478,4.78,238,2.38,130,1.3,81,0.81,872,8.72,0
2024-01-23 10:54:00,+81 900 7110406,582,5.82,894,8.94,589,5.89,213,2.13,191,1.91,667,6.67,441,4.41,531,5.31,184,1.84,724,7.24,689,6.89,296,2.96,906,9.06,888,8.88,983,9.83,1
2024-01-23 13:32:00,+61 971 5527680,635,6.35,723,7.23,206,2.06,94,0.94,509,5.09,109,1.09,999,9.99,794,7.94,157,1.57,288,2.88,563,5.63,197,1.97,274,2.74,143,1.43,825,8.25,0
2024-01-23 11:06:00,+92 291 3073107,307,3.07,328,3.28,185,1.85,983,9.83,674,6.74,209,2.09,731,7.31,602,6.02,346,3.46,759,7.59,299,2.99,498,4.98,719,7.19,308,3.08,220,2.2,0
2024-01-23 13:30:00,+1 479 5722018,164,1.64,391,3.91,624,6.24,438,4.38,408,4.08,781,7.81,968,9.68,581,5.81,707,7.07,290,2.9,211,2.11,138,1.38,981,9.81,780,7.8,589,5.89,1
2024-01-23 12:38:00,+81 427 1025284,842,8.42,765,7.65,638,6.38,512,5.12,522,5.22,281,2.81,507,5.07,473,4.73,748,7.48,107,1.07,935,9.35,861,8.61,570,5.7,618,6.18,291,2.91,1
2024-01-23 11:53:00,+91 594 1355570,420,4.2,252,2.52,112,1.12,835,8.35,93,0.93,948,9.48,396,3.96,804,8.04,496,4.96,398,3.98,168,1.68,194,1.94,24,0.24,208,2.08,744,7.44,0
2024-01-23 11:04:00,+61 908 9256536,971,9.71,691,6.91,358,3.58,486,4.86,698,6.98,214,2.14,231,2.31,893,8.93,246,2.46,152,1.52,246,2.46,841,8.41,63,0.63,134,1.34,703,7.03,0
